kelas_id,kuesioner,hadir_mhs,ip_mhs,skor_dna,ts_dna,ip_mhs_dna
2021113196,"{""21"": 3.4509803921568627, ""22"": 3.5686274509803922, ""23"": 3.0000000000000000, ""24"": 3.7647058823529412, ""28"": 3.6666666666666667, ""29"": 3.5294117647058824, ""30"": 3.5098039215686275, ""35"": 3.5686274509803922, ""37"": 3.6470588235294118}",99.02,3.2348484848484848,4,2022-01-03 10:37:54.419101 +07:00,3.2348484848484848
2021126123,"{""21"": 3.6607142857142857, ""22"": 3.7857142857142857, ""23"": 3.1964285714285714, ""24"": 3.6964285714285714, ""28"": 3.6428571428571429, ""29"": 3.7321428571428571, ""30"": 3.5714285714285714, ""35"": 3.6607142857142857, ""37"": 3.7321428571428571}",93.16,3.2941176470588235,4,2021-12-24 14:52:24.455541 +07:00,3.2941176470588235
2021198474,"{""21"": 3.4827586206896552, ""22"": 3.6724137931034483, ""23"": 3.0689655172413793, ""24"": 3.6724137931034483, ""28"": 3.6551724137931034, ""29"": 3.5344827586206897, ""30"": 3.5862068965517241, ""35"": 3.5689655172413793, ""37"": 3.6551724137931034}",97.21,3.3088235294117647,4,2021-12-28 07:35:53.916857 +07:00,3.3088235294117647
2021152136,"{""21"": 3.6290322580645161, ""22"": 3.6612903225806452, ""23"": 3.1290322580645161, ""24"": 3.7580645161290323, ""28"": 3.6290322580645161, ""29"": 3.6612903225806452, ""30"": 3.5645161290322581, ""35"": 3.7096774193548387, ""37"": 3.7258064516129032}",98.56,2.9390243902439024,4,2021-12-30 11:34:42.835561 +07:00,2.9390243902439024
2021140605,"{""21"": 3.3088235294117647, ""22"": 3.4558823529411765, ""23"": 2.8676470588235294, ""24"": 3.5294117647058824, ""28"": 3.6029411764705882, ""29"": 3.5735294117647059, ""30"": 3.4558823529411765, ""35"": 3.5441176470588235, ""37"": 3.4558823529411765}",96.91,2.91875,4,2022-01-02 18:08:10.984804 +07:00,2.91875
2021166787,"{""21"": 3.5555555555555556, ""22"": 3.7037037037037037, ""23"": 3.1296296296296296, ""24"": 3.7592592592592593, ""28"": 3.6296296296296296, ""29"": 3.7592592592592593, ""30"": 3.7407407407407407, ""35"": 3.7407407407407407, ""37"": 3.7222222222222222}",95.06,3.0230769230769231,4,2022-01-03 08:05:11.479323 +07:00,3.0230769230769231
2021111029,"{""21"": 2.1111111111111111, ""22"": 2.1666666666666667, ""23"": 1.8333333333333333, ""24"": 2.0000000000000000, ""28"": 2.6388888888888889, ""29"": 2.5555555555555556, ""30"": 2.5833333333333333, ""35"": 3.1666666666666667, ""37"": 2.0833333333333333}",95.12,1.7631578947368421,4,2022-01-03 11:52:11.892523 +07:00,1.7631578947368421
2021153816,"{""21"": 3.2666666666666667, ""22"": 3.4500000000000000, ""23"": 2.8000000000000000, ""24"": 3.4500000000000000, ""28"": 3.4333333333333333, ""29"": 3.4833333333333333, ""30"": 3.3666666666666667, ""35"": 3.4500000000000000, ""37"": 3.4166666666666667}",95.31,2.1171875,4,2021-12-24 09:45:29.479881 +07:00,2.1171875
2021153179,"{""21"": 3.6470588235294118, ""22"": 3.5882352941176471, ""23"": 3.2352941176470588, ""24"": 3.7058823529411765, ""28"": 3.7058823529411765, ""29"": 3.5882352941176471, ""30"": 3.5000000000000000, ""35"": 3.6176470588235294, ""37"": 3.7058823529411765}",92.8,1.4428571428571429,4,2021-12-27 13:17:24.328841 +07:00,1.4852941176470588
2021142046,"{""21"": 3.3750000000000000, ""22"": 3.5000000000000000, ""23"": 3.0000000000000000, ""24"": 3.1250000000000000, ""28"": 3.5000000000000000, ""29"": 3.2500000000000000, ""30"": 2.8750000000000000, ""35"": 3.2500000000000000, ""37"": 3.1250000000000000}",72.5,0.66666666666666666667,4,2021-12-28 07:22:47.435232 +07:00,0.66666666666666666667
2021277018,"{""21"": 3.5789473684210526, ""22"": 3.7368421052631579, ""23"": 3.4210526315789474, ""24"": 3.6315789473684211, ""28"": 3.6842105263157895, ""29"": 3.6842105263157895, ""30"": 3.7368421052631579, ""35"": 3.6842105263157895, ""37"": 3.7368421052631579}",80.57,3.4545454545454545,4,2022-06-07 18:30:02.483059 +07:00,3.4545454545454545
2021280574,"{""21"": 3.3934426229508197, ""22"": 3.6065573770491803, ""23"": 2.9672131147540984, ""24"": 3.6065573770491803, ""28"": 3.4098360655737705, ""29"": 3.3934426229508197, ""30"": 3.3442622950819672, ""35"": 3.4918032786885246, ""37"": 3.4918032786885246}",90.61,2.5076923076923077,4,2022-06-08 23:42:23.087843 +07:00,2.4846153846153846
2021211424,"{""21"": 3.2400000000000000, ""22"": 3.3600000000000000, ""23"": 3.1200000000000000, ""24"": 3.1200000000000000, ""28"": 3.4000000000000000, ""29"": 3.1600000000000000, ""30"": 3.2800000000000000, ""35"": 3.3200000000000000, ""37"": 3.4400000000000000}",,4,4,2022-06-08 16:40:19.100519 +07:00,4
2021208975,"{""21"": 3.3750000000000000, ""22"": 3.6875000000000000, ""23"": 3.0312500000000000, ""24"": 3.4062500000000000, ""28"": 3.5937500000000000, ""29"": 3.3437500000000000, ""30"": 3.3125000000000000, ""35"": 3.5000000000000000, ""37"": 3.5000000000000000}",84.21,2.6710526315789474,4,2022-06-02 16:18:43.389785 +07:00,2.6710526315789474
2021235490,"{""21"": 3.2000000000000000, ""22"": 3.2000000000000000, ""23"": 3.0000000000000000, ""24"": 3.4000000000000000, ""28"": 3.2000000000000000, ""29"": 3.6000000000000000, ""30"": 3.6000000000000000, ""35"": 3.4000000000000000, ""37"": 3.4000000000000000}",92.38,2.7857142857142857,4,2022-05-18 20:18:17.559511 +07:00,2.7857142857142857
2021180427,"{""21"": 3.7692307692307692, ""22"": 3.8846153846153846, ""23"": 3.1538461538461538, ""24"": 3.8076923076923077, ""28"": 3.5769230769230769, ""29"": 3.7692307692307692, ""30"": 3.7692307692307692, ""35"": 3.5000000000000000, ""37"": 3.6923076923076923}",82.09,2.8,4,2022-01-04 21:58:06.896778 +07:00,2.8
2021259740,"{""21"": 3.5384615384615385, ""22"": 3.5384615384615385, ""23"": 3.3076923076923077, ""24"": 3.4615384615384615, ""28"": 3.3846153846153846, ""29"": 3.3076923076923077, ""30"": 3.3846153846153846, ""35"": 3.3846153846153846, ""37"": 3.2307692307692308}",80.81,3.8125,4,2022-06-08 12:11:22.667535 +07:00,3.8125
2021202427,"{""21"": 3.6800000000000000, ""22"": 3.6400000000000000, ""23"": 3.4000000000000000, ""24"": 3.6800000000000000, ""28"": 3.6400000000000000, ""29"": 3.4800000000000000, ""30"": 3.4400000000000000, ""35"": 3.5200000000000000, ""37"": 3.5600000000000000}",90.76,2.7884615384615385,4,2022-06-08 16:48:00.514158 +07:00,2.7884615384615385
2022149995,"{""21"": 3.6315789473684211, ""22"": 3.8421052631578947, ""23"": 3.2631578947368421, ""24"": 3.7368421052631579, ""28"": 3.8421052631578947, ""29"": 3.7894736842105263, ""30"": 3.8421052631578947, ""35"": 3.6842105263157895, ""37"": 3.7894736842105263}",77.61,1.75,4,2022-12-22 20:03:02.984821 +07:00,1.75
2023285071,"{""21"": 4.0000000000000000, ""22"": 4.0000000000000000, ""23"": 3.7500000000000000, ""24"": 4.0000000000000000, ""28"": 4.0000000000000000, ""29"": 4.0000000000000000, ""30"": 4.0000000000000000, ""35"": 4.0000000000000000, ""37"": 4.0000000000000000}",56.41,3.5,4,2024-06-29 05:58:05.877483 +07:00,3.5
2021226580,"{""21"": 3.2000000000000000, ""22"": 3.4400000000000000, ""23"": 3.2000000000000000, ""24"": 3.2400000000000000, ""28"": 3.6000000000000000, ""29"": 3.4400000000000000, ""30"": 3.4000000000000000, ""35"": 3.5600000000000000, ""37"": 3.4000000000000000}",92.02,3.6111111111111111,4,2022-06-07 23:56:01.499154 +07:00,3.6111111111111111
2021203401,"{""21"": 3.6000000000000000, ""22"": 3.4000000000000000, ""23"": 3.4000000000000000, ""24"": 3.4000000000000000, ""28"": 3.6000000000000000, ""29"": 3.4000000000000000, ""30"": 3.6000000000000000, ""35"": 3.6000000000000000, ""37"": 3.6000000000000000}",89.16,3.8,4,2022-06-07 23:50:11.163085 +07:00,3.8
2024232007,,,3.75,4,2026-01-14 08:57:31.971302 +07:00,3.75
2022127316,"{""21"": 3.5750000000000000, ""22"": 3.6750000000000000, ""23"": 3.2750000000000000, ""24"": 3.5000000000000000, ""28"": 3.6000000000000000, ""29"": 3.6750000000000000, ""30"": 3.6000000000000000, ""35"": 3.5250000000000000, ""37"": 3.6000000000000000}",87.62,3.1382978723404255,4,2022-12-25 11:18:51.444456 +07:00,3.1382978723404255
2021232130,"{""21"": 3.8333333333333333, ""22"": 4.0000000000000000, ""23"": 3.8333333333333333, ""24"": 3.8333333333333333, ""28"": 3.5000000000000000, ""29"": 3.8333333333333333, ""30"": 3.6666666666666667, ""35"": 4.0000000000000000, ""37"": 4.0000000000000000}",92.51,4,4,2022-06-02 17:44:35.093569 +07:00,4
2021121829,"{""21"": 3.5000000000000000, ""22"": 3.5000000000000000, ""23"": 3.0000000000000000, ""24"": 3.5000000000000000, ""28"": 4.0000000000000000, ""29"": 3.5000000000000000, ""30"": 3.5000000000000000, ""35"": 3.5000000000000000, ""37"": 3.5000000000000000}",,4,4,2021-12-29 07:04:46.105541 +07:00,4
2021145191,"{""21"": 3.2142857142857143, ""22"": 3.3214285714285714, ""23"": 3.1428571428571429, ""24"": 3.0000000000000000, ""28"": 3.4642857142857143, ""29"": 3.2142857142857143, ""30"": 3.2857142857142857, ""35"": 3.4285714285714286, ""37"": 3.3214285714285714}",88.83,3.4880952380952381,4,2022-01-04 13:32:18.988628 +07:00,3.4761904761904762
2021129233,"{""21"": 3.1923076923076923, ""22"": 3.5384615384615385, ""23"": 3.0384615384615385, ""24"": 3.2692307692307692, ""28"": 3.5769230769230769, ""29"": 3.5000000000000000, ""30"": 3.3461538461538462, ""35"": 3.2692307692307692, ""37"": 3.4615384615384615}",87.85,3.1129032258064516,4,2022-01-04 21:45:55.715758 +07:00,3.1129032258064516
2021152537,"{""21"": 3.6666666666666667, ""22"": 3.6666666666666667, ""23"": 3.4666666666666667, ""24"": 3.7333333333333333, ""28"": 3.6000000000000000, ""29"": 3.6666666666666667, ""30"": 3.6000000000000000, ""35"": 3.5333333333333333, ""37"": 3.5333333333333333}",82.05,3.0238095238095238,4,2022-01-04 14:58:18.912246 +07:00,3.0238095238095238
2022157426,"{""21"": 3.8333333333333333, ""22"": 3.7500000000000000, ""23"": 3.5833333333333333, ""24"": 3.8333333333333333, ""28"": 3.4166666666666667, ""29"": 3.8333333333333333, ""30"": 3.8333333333333333, ""35"": 3.7500000000000000, ""37"": 3.8333333333333333}",90,4,4,2022-12-27 15:40:11.904680 +07:00,4
2021186544,"{""21"": 3.5230769230769231, ""22"": 3.6000000000000000, ""23"": 3.3538461538461538, ""24"": 3.5538461538461538, ""28"": 3.5692307692307692, ""29"": 3.5230769230769231, ""30"": 3.4923076923076923, ""35"": 3.6769230769230769, ""37"": 3.6461538461538462}",,3.9782608695652174,4,2022-01-02 21:43:09.232459 +07:00,4
2021102568,"{""21"": 3.8750000000000000, ""22"": 3.8750000000000000, ""23"": 3.6250000000000000, ""24"": 3.8750000000000000, ""28"": 3.8750000000000000, ""29"": 3.7500000000000000, ""30"": 3.6250000000000000, ""35"": 3.7500000000000000, ""37"": 3.8750000000000000}",93.33,3.3666666666666667,4,2021-12-24 14:42:54.887180 +07:00,3.3666666666666667
2021165962,,,,4,2022-01-04 11:30:16.842559 +07:00,
2021127008,,,,4,2022-01-03 10:40:56.166991 +07:00,
2021150015,"{""21"": 3.5000000000000000, ""22"": 3.5000000000000000, ""23"": 4.0000000000000000, ""24"": 4.0000000000000000, ""28"": 4.0000000000000000, ""29"": 3.5000000000000000, ""30"": 3.5000000000000000, ""35"": 4.0000000000000000, ""37"": 4.0000000000000000}",96.42,3.8571428571428571,4,2022-01-04 16:52:14.889242 +07:00,4
2021157421,"{""21"": 3.7096774193548387, ""22"": 3.7096774193548387, ""23"": 3.4838709677419355, ""24"": 3.8064516129032258, ""28"": 3.7096774193548387, ""29"": 3.7419354838709677, ""30"": 3.5806451612903226, ""35"": 3.9354838709677419, ""37"": 3.8064516129032258}",94.22,3.0131578947368421,4,2022-01-03 20:01:55.857608 +07:00,3.3
2021153634,,98.33,3.4166666666666667,4,2022-01-04 11:37:23.577758 +07:00,3.4166666666666667
2021175837,,100,3.5833333333333333,4,2022-01-03 13:14:32.588157 +07:00,3.5833333333333333
2021167044,"{""21"": 4.0000000000000000, ""22"": 4.0000000000000000, ""23"": 3.7333333333333333, ""24"": 3.9333333333333333, ""28"": 3.9333333333333333, ""29"": 3.8000000000000000, ""30"": 3.7333333333333333, ""35"": 4.0000000000000000, ""37"": 4.0000000000000000}",97.4,3.7166666666666667,4,2022-01-04 22:56:19.476465 +07:00,3.7166666666666667
2021145739,"{""21"": 3.9166666666666667, ""22"": 3.8333333333333333, ""23"": 3.6666666666666667, ""24"": 3.6666666666666667, ""28"": 3.8333333333333333, ""29"": 3.5833333333333333, ""30"": 3.5833333333333333, ""35"": 3.9166666666666667, ""37"": 3.8333333333333333}",92.81,3.0588235294117647,4,2022-01-04 22:13:54.650395 +07:00,3.3
2021107407,,100,2.7142857142857143,4,2022-01-04 10:44:54.043780 +07:00,2.7142857142857143
2021135684,"{""21"": 3.4285714285714286, ""22"": 3.8571428571428571, ""23"": 3.2857142857142857, ""24"": 3.5714285714285714, ""28"": 3.2857142857142857, ""29"": 3.4285714285714286, ""30"": 3.5714285714285714, ""35"": 3.8571428571428571, ""37"": 3.8571428571428571}",95.23,3.5555555555555556,4,2022-01-04 13:49:27.612628 +07:00,3.5555555555555556
2021189212,"{""21"": 4.0000000000000000, ""22"": 4.0000000000000000, ""23"": 4.0000000000000000, ""24"": 4.0000000000000000, ""28"": 4.0000000000000000, ""29"": 4.0000000000000000, ""30"": 4.0000000000000000, ""35"": 4.0000000000000000, ""37"": 4.0000000000000000}",96.32,4,4,2022-01-03 14:43:47.334133 +07:00,4
2021158160,"{""21"": 3.3859649122807018, ""22"": 3.6140350877192982, ""23"": 2.9649122807017544, ""24"": 3.6491228070175439, ""28"": 3.4912280701754386, ""29"": 3.6842105263157895, ""30"": 3.5964912280701754, ""35"": 3.4035087719298246, ""37"": 3.4561403508771930}",97.51,2.6694915254237288,4,2021-12-24 17:06:22.107933 +07:00,2.6694915254237288
2021150875,"{""21"": 3.6250000000000000, ""22"": 3.7500000000000000, ""23"": 3.1250000000000000, ""24"": 3.7500000000000000, ""28"": 3.7678571428571429, ""29"": 3.6250000000000000, ""30"": 3.5714285714285714, ""35"": 3.7142857142857143, ""37"": 3.7142857142857143}",96.4,2.6949152542372881,4,2021-12-23 08:09:19.991693 +07:00,2.6949152542372881
2021102786,"{""21"": 3.5000000000000000, ""22"": 3.5000000000000000, ""23"": 2.7500000000000000, ""24"": 3.5000000000000000, ""28"": 3.2500000000000000, ""29"": 3.1250000000000000, ""30"": 2.7500000000000000, ""35"": 3.0000000000000000, ""37"": 3.7500000000000000}",78.72,1.3,4,2021-12-28 07:45:43.835367 +07:00,1.05
2021173552,"{""21"": 3.3421052631578947, ""22"": 3.3157894736842105, ""23"": 3.0789473684210526, ""24"": 3.3684210526315789, ""28"": 3.5526315789473684, ""29"": 3.5263157894736842, ""30"": 3.3947368421052632, ""35"": 3.3157894736842105, ""37"": 3.5526315789473684}",,2.75,4,2022-01-03 12:18:08.935023 +07:00,2.75
2021147756,"{""21"": 3.3103448275862069, ""22"": 3.5172413793103448, ""23"": 2.8620689655172414, ""24"": 3.5862068965517241, ""28"": 3.4482758620689655, ""29"": 3.3793103448275862, ""30"": 3.0344827586206897, ""35"": 3.3103448275862069, ""37"": 3.3793103448275862}",79.05,2.125,4,2022-01-04 19:13:44.107391 +07:00,2.125
2021162851,"{""21"": 3.6666666666666667, ""22"": 3.8888888888888889, ""23"": 3.4444444444444444, ""24"": 3.8888888888888889, ""28"": 3.8888888888888889, ""29"": 3.7777777777777778, ""30"": 3.7777777777777778, ""35"": 3.6666666666666667, ""37"": 3.8888888888888889}",93.33,1.9,4,2021-12-27 09:12:07.758729 +07:00,1.9
2021133725,"{""21"": 3.7500000000000000, ""22"": 3.7500000000000000, ""23"": 3.3750000000000000, ""24"": 3.6250000000000000, ""28"": 3.7500000000000000, ""29"": 3.7500000000000000, ""30"": 3.7500000000000000, ""35"": 3.8750000000000000, ""37"": 3.8750000000000000}",81.77,2.8333333333333333,4,2022-01-03 11:27:00.096887 +07:00,2.8333333333333333
2022161676,"{""21"": 3.3088235294117647, ""22"": 3.5000000000000000, ""23"": 2.7352941176470588, ""24"": 3.4411764705882353, ""28"": 3.4558823529411765, ""29"": 3.4264705882352941, ""30"": 3.2794117647058824, ""35"": 3.5147058823529412, ""37"": 3.4264705882352941}",93.18,2.2464788732394366,4,2022-12-29 18:15:18.106721 +07:00,2.2464788732394366
2023291917,"{""21"": 3.6956521739130435, ""22"": 3.6521739130434783, ""23"": 3.4782608695652174, ""24"": 3.5652173913043478, ""28"": 3.6521739130434783, ""29"": 3.6086956521739130, ""30"": 3.5652173913043478, ""35"": 3.7826086956521739, ""37"": 3.7826086956521739}",99.27,3.1153846153846154,4,2024-07-01 11:26:08.302277 +07:00,3.1153846153846154
2023246049,,100,,4,2024-06-30 07:36:58.754564 +07:00,
2021173799,"{""21"": 3.5166666666666667, ""22"": 3.6166666666666667, ""23"": 3.1333333333333333, ""24"": 3.6166666666666667, ""28"": 3.5333333333333333, ""29"": 3.4666666666666667, ""30"": 3.4000000000000000, ""35"": 3.7000000000000000, ""37"": 3.5666666666666667}",95.29,3.0384615384615385,4,2022-01-04 08:18:41.801824 +07:00,3.0384615384615385
2021191848,"{""21"": 3.7500000000000000, ""22"": 3.8928571428571429, ""23"": 3.0535714285714286, ""24"": 3.9285714285714286, ""28"": 3.7678571428571429, ""29"": 3.8392857142857143, ""30"": 3.7857142857142857, ""35"": 3.5178571428571429, ""37"": 3.8571428571428571}",94.2,2.6587301587301587,4,2021-12-25 15:37:01.145601 +07:00,2.6587301587301587
2021129602,"{""21"": 3.4821428571428571, ""22"": 3.5714285714285714, ""23"": 3.0178571428571429, ""24"": 3.5714285714285714, ""28"": 3.6071428571428571, ""29"": 3.5892857142857143, ""30"": 3.4642857142857143, ""35"": 3.6607142857142857, ""37"": 3.5178571428571429}",96.97,2.7530864197530864,4,2021-12-23 17:15:43.670394 +07:00,2.7530864197530864
2021178835,"{""21"": 3.1702127659574468, ""22"": 3.3404255319148936, ""23"": 2.8085106382978723, ""24"": 3.4255319148936170, ""28"": 3.6595744680851064, ""29"": 3.3829787234042553, ""30"": 3.4893617021276596, ""35"": 3.5106382978723404, ""37"": 3.3617021276595745}",100,2.7586206896551724,4,2022-01-02 19:53:39.681304 +07:00,2.7586206896551724
2021161793,"{""21"": 3.3870967741935484, ""22"": 3.5806451612903226, ""23"": 2.6774193548387097, ""24"": 3.4516129032258065, ""28"": 3.6129032258064516, ""29"": 3.4354838709677419, ""30"": 3.2903225806451613, ""35"": 3.3870967741935484, ""37"": 3.3387096774193548}",95.64,2.4769230769230769,4,2022-01-03 06:35:56.343772 +07:00,2.4769230769230769
2021100595,"{""21"": 3.2666666666666667, ""22"": 3.4833333333333333, ""23"": 2.7666666666666667, ""24"": 3.7166666666666667, ""28"": 3.5500000000000000, ""29"": 3.4333333333333333, ""30"": 3.3000000000000000, ""35"": 3.5500000000000000, ""37"": 3.5500000000000000}",98.5,2.6153846153846154,4,2021-12-27 16:21:29.330003 +07:00,2.6153846153846154
2021175477,"{""21"": 3.6428571428571429, ""22"": 3.6250000000000000, ""23"": 3.0000000000000000, ""24"": 3.5000000000000000, ""28"": 3.6250000000000000, ""29"": 3.5535714285714286, ""30"": 3.4464285714285714, ""35"": 3.5357142857142857, ""37"": 3.6428571428571429}",94.23,3.4318181818181818,4,2021-12-27 16:32:50.112342 +07:00,3.4318181818181818
2021110730,"{""21"": 3.7241379310344828, ""22"": 3.7586206896551724, ""23"": 3.3793103448275862, ""24"": 3.8620689655172414, ""28"": 3.8275862068965517, ""29"": 3.7241379310344828, ""30"": 3.6551724137931034, ""35"": 3.6551724137931034, ""37"": 3.7586206896551724}",92.27,2.5348837209302326,4,2021-12-24 17:23:40.856538 +07:00,2.5348837209302326
2021198523,"{""21"": 3.7272727272727273, ""22"": 3.9090909090909091, ""23"": 3.4090909090909091, ""24"": 3.9090909090909091, ""28"": 3.7272727272727273, ""29"": 3.5454545454545455, ""30"": 3.6818181818181818, ""35"": 3.7272727272727273, ""37"": 3.8636363636363636}",84.62,3.0333333333333333,4,2022-01-03 11:10:12.873189 +07:00,3.0333333333333333
2021120650,"{""21"": 3.4390243902439024, ""22"": 3.5365853658536585, ""23"": 2.8780487804878049, ""24"": 3.6585365853658537, ""28"": 3.2439024390243902, ""29"": 3.4878048780487805, ""30"": 3.3658536585365854, ""35"": 3.3170731707317073, ""37"": 3.4390243902439024}",93.83,3,4,2022-01-02 18:15:42.147845 +07:00,2.8292682926829268
2021133696,"{""21"": 3.6666666666666667, ""22"": 3.3333333333333333, ""23"": 3.0000000000000000, ""24"": 3.6666666666666667, ""28"": 3.1666666666666667, ""29"": 3.3333333333333333, ""30"": 3.5000000000000000, ""35"": 3.1666666666666667, ""37"": 3.5000000000000000}",91.66,3.5833333333333333,4,2022-01-02 18:17:45.120651 +07:00,3.5833333333333333
2021114232,"{""21"": 3.3571428571428571, ""22"": 3.6428571428571429, ""23"": 3.3571428571428571, ""24"": 3.7142857142857143, ""28"": 3.6428571428571429, ""29"": 3.4285714285714286, ""30"": 3.5000000000000000, ""35"": 3.5714285714285714, ""37"": 3.5714285714285714}",88.7,3.8846153846153846,4,2022-01-03 10:04:18.711670 +07:00,3.8846153846153846
